,occupation
32812,7
33418,
34062,0
34153,13
34660,-1
35630,6
35926,
36030,0
36050,0
36074,13
36122,0
36403,4
36562,0
37015,0
38483,7
38580,0
38922,0
38936,24
39225,2
39499,0
39880,1
40478,0
42949,7
43246,0
43311,-1
43576,1
44932,15
45163,17
45498,4
45890,15
45913,0
46019,1
46026,1
46074,1
46083,1
46089,1
46140,0
46229,0
46257,0
46401,0
46464,15
46470,-1
46537,0
46568,
46862,9
47197,0
47266,4
47476,0
47516,4
47868,2
48045,0
48209,1
48259,14
48303,15
48376,1
48406,1
48507,1
48561,18
48598,0
48617,0
48697,0
48771,22
48895,7
48935,7
49121,0
49190,8
49191,0
49287,0
49367,21
49463,7
49530,0
49568,6
49638,2
49659,12
49717,13
49845,1
49896,1
49988,1
50399,7
50404,13
50444,7
50506,0
50524,0
50557,7
50587,7
50641,-1
50646,
50722,2
50742,
50746,
50764,7
50778,14
50823,7
50862,-1
51024,0
51230,0
51583,0
51630,6
51706,7
51713,7
51717,1
51744,1
51758,7
51921,
51937,0
51952,6
52061,1
52196,6
52212,7
52313,26
52325,7
52343,21
52430,24
52643,0
52834,7
52890,1
52896,22
52904,22
52988,1
52996,0
53002,26
53009,21
53032,
53037,9
53043,
53104,23
53106,7
53129,26
53131,6
53136,7
53141,7
53143,1
2868,13
18575,0
1289,22
1416,0
2915,7
4098,0
7256,7
13063,14
19268,7
23578,7
25421,19
26801,7
26931,13
28061,7
28545,1
28651,5
28770,
29098,7
29123,0
29158,13
29168,0
30002,14
30501,-1
31131,6
31229,9
31238,21
31457,7
31587,7
31598,0
31676,0
31877,
31888,6
32085,6
32564,1
32707,1
32792,0
32960,
33009,26
33876,0
33899,0
34015,9
34894,5
36029,0
36225,1
36428,17
36453,0
36532,0
36558,13
36770,23
36856,2
36890,14
37003,13
37019,13
37755,7
38283,-1
38298,0
38448,15
38590,1
38702,1
39339,14
39486,0
39889,19
39937,7
40556,20
40972,13
42790,24
43814,0
44187,7
44696,0
45662,26
45934,0
47031,2
47038,8
47093,0
47354,-1
47459,0
47483,
47535,12
47547,1
47589,1
47775,1
48114,2
48122,
48229,0
48353,7
48396,
48411,6
48446,
48502,0
48526,1
48681,0
48713,0
48845,1
48897,6
49002,1
49156,
49234,0
49258,0
49391,7
49570,9
49610,0
49667,0
49677,1
49696,16
49834,15
49916,17
49934,20
50053,0
50202,24
50250,1
50261,15
50409,22
50514,
50570,2
50616,5
50660,6
50770,0
50795,7
50844,19
50919,7
50973,1
51784,0
51944,7
51955,15
51966,7
52037,
52062,1
52162,0
52282,7
52835,1
52915,0
52952,7
52992,7
53019,1
53087,6
53133,21
53099,
46338,0
14169,-1
25517,6
26509,0
26560,7
28953,8
31577,7
34182,7
34774,7
34797,0
34813,
35263,-1
35288,4
35317,6
35355,0
37474,0
40720,13
40775,
41110,8
41345,13
48893,
49483,15
49520,-1
50373,0
51131,10
1530,9
16972,1
21915,7
22454,0
23055,
23252,6
23636,13
23935,11
24146,13
24222,13
24310,13
24342,1
24348,0
24364,13
24525,13
26878,
26966,0
27155,7
27394,0
28260,0
28568,
28829,1
28863,13
29111,7
29902,7
30518,23
31280,7
31521,
31700,1
31722,0
31739,9
31876,0
33343,14
49025,0
49498,7
49911,23
50633,6
50734,0
51157,
51694,0
51817,1
52398,19
52572,7
52628,
52961,
53008,0
53098,7
53130,6
53135,0
28019,
29679,13
31497,0
52794,9
53011,7
96,
736,7
747,22
881,26
1159,6
1356,6
2058,7
2183,14
3393,24
3799,0
3946,0
3974,
4005,1
4044,9
4050,23
4515,
5518,
5589,20
5673,0
9897,1
12743,0
13621,1
20146,4
22354,19
23253,1
24587,7
24624,
24713,13
24933,-1
26015,0
26118,7
26200,13
26413,7
26427,
26433,2
26466,
26496,1
26519,0
26628,
27459,4
27568,7
27629,26
27658,1
27706,1
27734,
27862,20
27901,13
27927,0
28078,7
28090,13
28101,9
28138,24
28335,0
28583,1
28625,13
28667,13
28676,13
28720,7
28759,7
28778,1
28789,0
28891,7
28945,
29013,0
29057,-1
29142,0
29289,6
29402,24
29533,1
29575,24
30198,6
30459,1
30486,7
30524,7
30534,1
30542,23
30577,0
30593,21
30645,0
30695,
30871,1
30890,0
31021,24
31144,0
31543,0
31766,16
31807,0
31825,0
31846,13
31892,13
34383,6
36970,1
40230,0
45117,7
45341,
46825,
47985,21
48539,1
48554,14
48959,
49150,1
49203,0
49273,9
49337,1
49386,6
49971,13
50092,4
50190,
50192,
50277,
50297,7
50317,1
50382,0
50389,0
50443,14
50461,
50466,0
50492,16
50618,
50637,22
50665,6
50715,22
50749,0
50789,
50880,13
50886,1
50908,24
51080,1
51101,21
51105,6
51109,
51149,1
51158,26
51169,7
51172,24
51174,20
51195,13
51197,1
51200,0
51201,1
51206,14
51217,1
51227,0
51228,7
51262,1
51263,0
51268,7
51272,12
51278,1
51279,0
51280,7
51284,7
51285,24
51287,13
51292,21
51310,7
51327,24
51329,
51330,0
51332,1
51353,9
51358,0
51369,0
51379,
51422,
51437,7
51452,7
51469,9
51517,16
51912,2
52373,7
52383,
52475,0
52511,1
52514,24
52660,7
52715,1
52721,1
52770,8
52900,1
52923,1
52938,
52945,0
52946,24
52991,7
52998,24
53045,
53062,14
53073,7
53077,7
53088,
53091,7
53103,13
53111,0
53125,
1468,0
2294,1
2599,
29004,7
50820,
51475,21
3607,11
27262,6
28624,6
48687,0
50278,
5160,13
30804,24
92,0
330,7
1022,
1113,7
1391,11
2025,0
2077,7
2243,-1
3413,1
3767,7
4165,13
4241,
4522,
4544,4
4668,20
4908,13
5312,15
6468,9
6784,
7104,15
7844,7
7953,0
8170,6
10040,7
10387,7
10776,0
11831,
12221,1
13047,
13089,0
14264,7
14422,0
14796,13
14983,7
16731,1
18032,0
18156,7
18518,7
18965,0
19239,12
19495,0
20501,13
20785,0
21473,7
21740,7
22364,0
22738,
23144,-1
23314,0
23436,2
23539,7
26220,0
26721,12
27126,0
27424,0
27484,7
28767,0
29448,13
29798,
31344,0
32163,6
32346,-1
32710,0
33454,6
34021,2
35917,12
36265,24
36344,13
38703,2
38710,0
38771,0
39701,2
45287,0
45836,13
46635,13
47349,-1
48237,0
48246,-1
48412,14
48613,0
48616,1
48649,1
48867,0
49104,0
49437,15
49836,-1
49885,13
49913,12
49953,19
50073,0
50160,-1
50255,0
50596,0
51453,
52689,17
1162,1
1193,0
3002,2
9393,0
19130,22
26206,-1
27702,7
27970,19
28680,
29118,
29678,1
50955,0
52901,0
53049,7
53113,24
88,0
89,6
108,1
144,
219,13
382,13
396,0
468,
536,0
1002,6
1020,0
1036,15
1047,
1053,13
1137,0
1185,14
1276,
1390,0
1396,
1522,
1642,7
1694,
1696,6
1713,
1795,13
1860,0
1894,2
1950,0
1959,1
2140,0
2168,0
2211,
2275,0
2284,
2287,2
2364,0
2449,16
2658,0
2741,
2786,0
2834,24
2850,0
2882,6
2937,13
2968,24
3004,26
3014,6
3017,7
3091,-1
3108,0
3117,22
3152,26
3264,7
3366,0
3379,0
3405,0
3480,0
3602,1
3623,22
3676,21
3806,26
3831,6
3835,0
3845,-1
4114,7
4147,17
4201,0
4243,0
4331,0
4425,1
4642,0
4702,13
4742,7
4759,0
4767,0
4778,24
4817,0
4980,0
4983,1
5010,0
5088,0
5093,7
5100,13
5168,7
5248,0
5255,6
5299,1
5544,2
5842,7
6132,0
6138,7
6155,24
6490,19
6596,13
6676,0
6764,7
7260,7
7491,22
7521,0
7668,
7860,0
8159,0
8214,22
8263,15
8292,13
8378,13
8403,13
8539,13
9243,11
9274,12
10174,0
10239,14
10302,6
10379,7
10427,22
10550,0
10667,8
10764,2
11194,15
11361,7
11568,1
11706,4
11768,19
11779,13
11784,13
11936,
12042,
12109,0
12211,26
12392,0
12792,0
13157,0
13273,
13364,22
14187,0
14549,0
14665,
14867,6
15196,22
15262,
15267,0
15391,0
15462,7
15813,10
15973,0
16110,0
16494,14
16563,
16913,13
16967,13
16978,0
17036,-1
17102,19
17856,
18103,8
18205,7
18239,
18293,23
18359,12
18508,10
18542,5
18597,0
18647,0
18763,0
18857,13
18918,
19096,0
19108,
19147,0
19149,24
19156,
19278,26
19548,-1
19620,1
19695,10
19714,-1
19764,22
19929,6
20349,6
20465,0
20504,0
20541,20
20651,7
20660,0
20950,22
20958,9
20966,7
21075,7
21096,
21126,0
21250,0
21311,0
21317,
21392,1
21400,16
21450,0
21575,12
21601,
21611,18
21697,1
21770,0
21803,1
21834,13
21887,0
22495,14
22542,15
22637,4
22685,13
22745,0
22752,7
22801,0
22818,15
22823,0
22910,2
22980,26
23158,0
23446,0
23678,0
23778,
23842,
23933,7
24119,15
24541,6
24685,7
24718,13
24723,0
24755,
24780,
24833,0
24859,1
24864,0
24922,
25003,
25014,1
25199,0
25233,7
25312,0
25535,7
25692,21
25740,0
25745,0
25787,0
25855,1
25875,11
25939,0
26044,1
26798,22
26920,13
26937,2
26948,7
27018,8
27041,23
27130,0
27133,0
27275,0
27290,
27305,7
27390,-1
27398,1
27677,7
27790,13
27824,11
27826,4
27943,0
28087,22
28201,0
28241,13
28350,0
28379,0
28432,0
28552,0
28598,9
28673,7
28752,
28862,23
28992,1
29022,0
29072,7
29092,26
29416,24
29433,7
29495,15
29497,7
29528,1
29733,0
29768,7
29784,26
29878,1
29903,6
30033,0
30104,23
30131,1
30216,0
30249,7
30255,2
30288,
30356,0
30502,1
31107,0
31311,1
31546,7
31551,7
31566,
31644,0
31826,24
31858,6
31896,23
31910,7
31937,
31954,-1
32137,0
32148,0
32349,0
32470,
32786,13
33509,0
34334,1
34435,
35731,0
35765,1
35840,0
36207,23
36531,1
36615,
36673,7
37511,17
37871,0
37997,23
38067,
38205,
38530,
38696,13
38704,
38947,1
38975,1
39056,
39061,4
39422,22
39536,0
39702,11
39733,
40415,1
42294,0
42671,15
43480,15
43570,2
44147,2
45100,13
45343,1
45438,26
46127,6
46404,0
46497,1
47081,0
47245,4
47443,4
47452,4
47464,1
47466,0
47479,13
47552,1
47563,13
48158,-1
48162,1
48167,
48180,1
48294,0
48300,0
48328,7
48341,
48399,0
48714,0
48831,0
48968,0
48983,1
49014,8
49019,0
49030,22
49069,7
49117,15
49170,
49171,6
49175,14
49200,0
49281,0
49460,2
49531,0
49555,7
49586,0
49604,13
49978,
50540,13
50586,0
50606,1
50717,2
50721,24
50728,
50747,16
50755,15
50769,22
51094,0
51132,9
51142,
52793,7
52928,1
52942,9
52968,1
53066,7
53102,13
53117,
53138,24
53139,26
50125,9
2464,
2575,
2611,
7119,0
19963,
20082,0
21377,0
41457,2
50273,12
50760,1
51388,4
51883,24
2680,10
30652,0
48565,1
30772,1
19246,0
30545,24
30849,1
31028,1
31039,0
31182,21
36018,12
40783,22
40965,13
41511,
41644,7
46188,22
47815,1
47988,
48855,-1
49441,13
49519,2
51471,1
51492,
18286,0
29059,0
52803,24
28141,0
20825,9
2525,6
2768,6
38583,2
2354,13
24927,
25892,0
26372,0
27299,6
27378,9
28059,
28646,
29034,0
29036,0
30795,
31621,
41258,4
50790,0
52331,0
52972,0
52982,7
52994,1
434,-1
1259,22
11717,9
20606,13
25503,0
27370,
29883,15
30200,7
10249,0
18986,1
31823,0
52500,7
53018,0
3246,
25679,7
30161,0
31519,0
31848,7
51712,0
23392,13
27289,13
27971,13
28183,1
28492,0
4378,23
5668,13
26760,7
27141,22
27682,22
27868,1
28206,0
28316,4
28550,1
30051,
30411,6
30714,7
31189,9
31452,
31475,7
31487,7
31814,0
34820,15
35209,-1
35275,4
35312,1
35430,
35463,16
35538,18
35541,14
35570,22
35615,1
35617,1
35909,1
35956,26
35985,16
36054,0
36211,0
36277,0
36386,15
36519,13
36528,0
36533,0
36690,0
36697,13
36839,0
36996,
37217,19
37266,22
37281,2
37477,2
37712,13
38307,15
38433,26
40708,15
40861,8
40873,0
40976,1
41091,13
41179,22
41623,13
41652,14
41759,16
41938,-1
42158,14
42287,0
42320,0
42342,1
42663,
42740,
42802,16
43006,0
43165,0
43571,13
43748,0
43864,0
43986,14
44071,7
44524,0
44793,
45001,0
45026,8
45044,13
45357,24
45418,
45440,0
45483,1
46013,11
46018,0
46029,1
46105,22
47774,0
47819,1
47878,0
47886,22
47952,15
48052,
48113,24
48120,0
48140,13
48194,
48348,1
48408,13
48413,0
48614,0
49332,7
49371,13
49398,
49403,-1
49405,0
49410,8
49450,26
49473,22
49522,0
49569,7
49603,1
49615,1
49619,7
49622,7
49704,1
49712,0
49728,23
49732,0
49738,0
49787,2
49794,0
49944,0
50054,18
50072,0
50146,0
50232,0
50233,13
50254,13
50312,1
50316,0
50343,24
50436,1
50659,26
51125,9
51130,7
51222,0
51234,0
51243,16
51267,1
51304,0
51324,1
51345,7
51350,
51415,0
51499,1
51562,13
51565,
51633,0
51659,0
51732,10
51825,0
51835,0
51860,24
51890,1
51903,22
51927,0
52180,0
52423,22
52429,1
52488,13
52490,0
52868,0
53013,1
53070,24
53159,9
51321,14
10516,-1
30011,
31741,13
43910,24
17993,23
21849,
26083,1
8480,13
20375,7
27571,7
31200,0
31241,26
31771,13
31798,1
31859,0
37797,13
52345,7
52508,
52911,
53082,14
28916,10
51273,7
25997,1
28816,21
28902,2
29636,1
36511,13
217,4
227,4
1148,0
1238,-1
1419,19
1441,1
1443,9
1500,6
1524,13
1547,0
1997,0
2105,0
2113,0
2115,0
2290,1
2382,13
2627,0
2748,9
2799,4
2820,
2827,1
2871,6
2961,1
3181,13
3192,
3273,0
3584,1
3656,0
3672,23
3686,1
3802,16
4203,0
4351,
4439,1
4578,15
4635,11
4832,13
4877,5
4965,7
5052,13
5090,23
5153,
5347,
5348,1
5730,1
6082,
6185,
6217,13
6330,21
6847,0
6970,13
7548,0
8176,13
8400,1
8448,
8499,17
8563,
9358,1
9461,-1
10067,7
10192,13
10217,13
10350,1
10453,15
10876,1
11094,0
11209,6
11484,1
11773,0
11903,13
12330,2
12486,2
12592,0
12630,
12787,1
13186,1
13225,
13227,10
13280,
13615,16
14044,1
14260,0
14522,
14633,13
14689,
14806,7
14891,6
15251,
15926,0
16947,13
17150,22
18004,16
18479,1
18635,9
18765,8
18782,0
18847,13
18917,15
18936,0
19461,18
19648,0
19672,14
20356,0
20585,0
20787,
21267,
21340,7
21441,0
21443,1
21467,24
21499,12
21500,0
21600,4
21664,7
21685,
21700,0
21867,-1
22103,-1
22916,6
22935,7
23080,1
23125,26
23782,0
23797,0
23872,22
23918,15
24171,9
24195,1
24590,
25050,22
25081,1
25232,13
25355,8
25661,0
25856,0
26295,0
26354,0
26776,0
26834,13
26864,0
26880,23
27047,15
27253,0
27302,15
27332,1
27520,0
27539,
27589,2
27650,13
27837,4
28015,13
28022,11
28142,26
28270,0
28683,0
28714,7
28805,24
28976,1
29301,
29709,4
29811,4
29872,1
29974,
30032,-1
30109,2
30417,7
31133,7
31870,7
31875,
33271,
33963,0
45446,7
50482,1
50491,1
51062,0
51774,4
52055,
52065,
52403,15
52698,0
52960,0
53012,7
53029,7
53046,7
53092,0
53093,0
53101,1
53126,1
6154,1
26468,16
26672,1
27292,1
31097,7
31632,16
51576,1
52052,7
3193,13
49312,0
51075,24
158,
256,0
407,0
549,0
1044,6
1144,9
1190,7
1395,7
1889,17
2699,-1
3419,8
3944,
4193,
4274,9
5145,7
5252,24
5523,-1
7128,
7894,6
8483,7
10125,
10228,7
10505,13
10885,22
11183,
11228,1
11955,
12032,6
12866,0
12887,0
13238,9
13289,
13329,6
13401,9
13566,13
14240,14
14329,0
14819,14
16060,0
16137,1
16536,0
17107,0
18326,7
18446,0
18808,2
19030,22
19574,4
20393,0
20413,16
20520,0
20855,9
20952,7
21104,
21411,
24753,0
24871,0
25573,22
26035,
26209,17
26980,1
27143,8
27165,12
29010,0
30221,0
30550,9
30600,7
31538,-1
31819,0
33781,2
35169,
35937,13
43180,
46986,0
47892,1
48189,7
48223,0
48477,26
49061,0
49358,4
49394,7
49499,0
49647,9
51849,1
51889,26
52999,
32769,0
9804,
11022,2
23690,0
27406,24
27419,24
27993,7
28771,14
28852,
28966,24
30001,13
31019,
40251,0
45647,0
48910,13
49907,
50174,
50355,13
50922,17
52060,7
52092,24
52606,24
52799,
2027,6
51189,1
27296,0
758,6
31767,1
49830,1
51639,
52289,0
53050,23
3691,0
6392,0
26331,0
27181,
27480,0
27781,4
28686,1
30671,0
51106,0
51320,1
51378,
51537,0
82,
97,13
110,13
120,
122,7
128,6
129,
131,6
134,0
135,14
145,0
154,6
174,0
268,24
277,6
279,0
283,15
288,-1
294,
380,0
399,
512,13
752,4
887,7
955,13
1055,
1095,20
1108,0
1109,7
1119,1
1223,
1244,
1313,
1321,
1331,
1333,0
1349,22
1394,
1418,13
1440,7
1444,13
1493,0
1613,0
1616,0
1623,13
1675,0
1720,15
1864,
1988,7
2011,11
2029,15
2033,
2067,1
2084,9
2109,13
2125,7
2182,0
2262,
2267,13
2300,24
2306,0
2307,0
2311,13
2323,
2324,0
2332,
2335,
2341,0
2406,
2428,0
2463,7
2493,6
2584,1
2591,13
2615,0
2635,0
2676,
2687,4
2724,0
2755,7
2770,1
2804,1
2817,7
2845,
2899,
2925,12
3036,
3065,1
3160,13
3177,4
3178,0
3226,1
3268,7
3396,24
3411,0
3425,20
3428,
3461,6
3491,-1
3599,
3629,
3636,1
3637,0
3644,0
3666,5
3710,7
3741,
3751,0
3782,7
3803,0
3812,
3821,0
3822,2
3841,
3846,13
3923,0
3991,7
4155,0
4190,20
4258,6
4319,24
4352,6
4356,7
4363,13
4406,
4448,
4503,0
4514,13
4546,
4719,0
4720,
4750,
4788,14
4789,
4806,7
4884,5
4888,0
4952,0
4971,6
5034,1
5095,0
5101,7
5169,24
5191,0
5286,15
5317,13
5378,0
5488,13
5495,20
5548,
5551,1
5818,
5873,0
5898,
5899,
5927,13
5938,7
5991,6
6018,
6118,0
6124,7
6246,2
6257,
6298,0
6322,
6342,-1
6369,
6370,20
6538,13
6658,0
6762,1
6763,
6798,7
6824,0
6831,13
6856,0
6864,1
6914,
6932,19
6952,
6961,
6996,4
7036,1
7092,2
7252,0
7292,7
7301,
7339,0
7670,0
8048,21
8107,-1
8304,0
8805,13
8907,-1
8911,16
8923,
8937,13
9068,
9085,26
9279,1
9296,13
9322,22
9381,
9625,0
10069,0
10246,
10417,13
10459,13
10531,0
10549,1
10587,4
10749,
10824,1
10928,
10930,-1
10999,7
11009,
11154,16
11184,0
11244,13
11433,
11570,
11597,
11679,6
11699,16
11711,0
11733,15
11795,0
11972,0
12057,14
12070,7
12256,1
12347,7
12396,7
12715,0
12781,7
12909,0
13044,1
13120,7
13190,
13196,5
13254,23
14276,14
14281,11
14286,0
14291,1
14333,7
14357,2
14388,
14392,7
14442,1
14496,7
14504,26
14544,6
14585,13
14588,13
14629,0
14658,13
14685,1
14733,13
14758,
14762,7
14790,0
14919,11
14945,0
14989,15
15041,9
15070,1
15111,13
15128,0
15151,12
15266,
15294,7
15362,11
15386,1
15454,
15457,21
15465,13
15506,
15564,24
15692,1
15859,0
15884,7
16035,
16117,1
16148,
16333,0
16366,13
16391,24
16432,24
16446,13
16451,9
16474,0
16489,7
16597,
16699,0
16701,
16734,1
16790,7
16813,0
16861,2
16883,1
16914,1
16943,
16983,0
17006,1
17133,1
17484,1
18051,1
18167,1
18208,1
18251,8
18258,9
18264,6
18278,11
18298,0
18306,13
18347,
18410,-1
18428,0
18441,0
18457,1
18486,0
18517,22
18521,7
18525,7
18534,-1
18546,22
18555,0
18560,16
18618,
18632,0
18677,12
18682,
18694,1
18732,7
18817,
18821,9
18878,9
18929,
18960,-1
18999,7
19116,0
19163,13
19308,1
19380,7
19417,0
19422,13
19427,9
19428,0
19504,13
19507,
19513,7
19514,0
19520,7
19521,7
19528,1
19551,7
19556,
19622,2
19656,0
19684,7
19719,0
19730,1
19979,
20129,13
20156,
20171,22
20228,6
20233,0
20261,-1
20296,0
20360,0
20377,0
20386,19
20387,13
20450,17
20481,7
20496,1
20551,0
20565,
20590,10
20727,0
20764,
20767,7
20827,15
20899,7
20925,13
20964,1
20968,-1
21008,1
21021,0
21218,1
21256,1
21277,24
21318,
21323,7
21325,7
21333,
21359,20
21372,13
21406,0
21460,
21461,7
21493,22
21509,13
21528,0
21536,1
21555,7
21564,
21594,
21620,1
21632,13
21681,13
21718,0
21747,0
21764,
21771,
21801,
21819,0
21825,15
21838,
21868,1
21895,0
21923,15
22321,7
22384,0
22445,26
22479,7
22487,1
22556,11
22582,0
22591,-1
22683,
22703,1
22718,9
22753,
22781,1
22959,22
22979,13
23001,
23021,0
23039,1
23060,0
23061,
23167,
23202,0
23320,0
23322,
23469,0
23485,13
23535,1
23570,6
23576,4
23627,19
23630,0
23701,15
23722,13
23730,
23755,13
23760,0
23786,
23807,
23916,7
23928,4
23958,6
23988,1
24140,15
24278,0
24341,7
24459,1
24509,0
24639,13
24694,16
24773,13
24788,7
24829,0
24850,13
25028,1
25065,
25083,1
25159,
25187,0
25238,0
25262,12
25385,13
25391,23
25417,1
25531,
25541,0
25621,7
25625,2
25651,1
25665,2
25668,1
25691,24
25784,0
25801,2
25803,
25839,1
25858,
25961,22
26034,0
26049,0
26050,7
26060,0
26067,0
26070,7
26072,16
26084,7
26097,24
26098,1
26101,
26115,
26183,1
26228,
26293,0
26305,
26320,1
26362,
26363,
26546,
26722,0
26741,4
26754,
26785,
26861,0
26956,20
26965,11
26996,0
27023,13
27025,7
27084,
27087,0
27112,1
27122,0
27170,7
27187,15
27189,24
27192,7
27193,0
27245,13
27282,6
27298,0
27313,1
27363,9
27387,13
27473,7
27492,15
27499,0
27530,22
27533,16
27538,
27551,7
27557,13
27560,7
27570,7
27595,0
27601,
27700,1
27719,0
27742,1
27751,0
27785,0
27823,14
27840,12
27842,0
27859,
27881,7
27915,7
27940,1
27941,
27948,7
27988,1
27990,
28008,15
28013,7
28028,0
28045,-1
28060,
28076,13
28092,1
28093,7
28123,23
28154,0
28238,1
28247,4
28273,
28304,0
28311,13
28372,24
28397,6
28416,
28435,15
28444,24
28456,
28478,13
28555,
28560,15
28577,0
28619,7
28640,0
28712,0
28736,0
28746,0
28748,
28795,0
28798,0
28803,
28818,7
28845,7
28853,0
28864,4
28871,
28887,20
28903,1
28918,1
28920,1
28923,
28930,22
28938,
28939,0
28952,4
28959,
28984,7
29028,22
29032,
29039,0
29047,9
29056,0
29064,0
29069,
29075,4
29084,1
29087,
29095,1
29125,7
29138,1
29167,
29226,0
29241,
29254,1
29282,0
29299,
29320,0
29365,7
29369,22
29405,1
29436,0
29501,
29561,
29611,13
29614,
29622,1
29625,0
29685,1
29726,7
29813,2
29825,7
29851,2
29865,22
29925,
29943,13
29980,
30029,12
30058,7
30071,0
30076,
30087,10
30095,1
30107,7
30108,6
30113,0
30119,4
30142,15
30156,
30182,1
30192,0
30199,2
30225,0
30226,9
30233,24
30243,18
30250,20
30259,7
30378,6
30384,
30388,15
30407,0
30413,4
30416,0
30451,0
30455,
30489,7
30499,0
30535,0
30554,13
30576,13
30602,0
30615,0
30653,-1
30687,1
30929,
31119,
31124,7
31127,13
31228,1
31232,26
31265,7
31392,1
31404,1
31441,1
31449,26
31493,
31500,12
31503,1
31504,13
31508,
31535,6
31553,
31554,-1
31560,
31563,1
31569,7
31597,7
31602,7
31731,
31733,7
31735,1
31754,
31755,0
31769,1
31778,6
31821,24
31824,1
31833,6
31849,
31856,6
31861,1
31865,0
31866,7
31867,0
31868,-1
31871,
31883,24
31890,24
31900,6
31918,7
31998,0
32033,0
32038,
32078,4
32171,1
32318,1
32322,12
32403,1
32435,7
32476,0
32670,
32807,0
32860,0
32893,11
32961,18
33273,-1
33316,26
33356,18
33389,1
33402,
33608,0
33670,7
33709,0
33738,-1
33841,0
33919,13
34059,
34080,0
34097,6
34141,12
34285,1
34672,
34845,
35884,22
35897,0
35938,7
35980,1
36009,1
36016,1
36023,6
36025,-1
36092,1
36179,13
36193,1
36237,-1
36267,-1
36287,15
36294,
36391,
36394,1
36425,12
36669,6
36677,17
36686,1
36749,0
36790,6
36872,0
36886,14
37006,13
37060,7
37158,2
37192,17
37349,12
37449,15
37635,4
37825,0
37881,0
37891,0
38142,22
38213,0
38488,24
38516,1
38554,0
38571,1
38632,12
38675,0
38794,0
38977,13
39194,12
39320,1
39375,1
39392,7
39551,12
39558,6
39671,19
39729,
39916,6
40333,1
40339,0
42124,13
42307,-1
42789,24
42975,0
43034,7
43158,0
43181,1
43359,
43460,0
43551,0
43625,6
44084,1
44131,0
44290,0
44359,0
44760,20
44803,1
44876,
44885,12
44912,0
44961,-1
45028,0
45114,13
45216,0
45245,13
45259,0
45313,1
45326,9
45455,1
45896,12
45926,0
45930,0
45994,21
46138,12
46202,6
46427,1
46673,0
46678,0
46682,1
46717,
46767,1
46869,
46905,13
46928,1
46965,0
46977,24
46997,0
47007,
47101,8
47131,1
47178,1
47184,24
47192,24
47215,1
47220,
47232,
47247,12
47264,0
47320,1
47350,
47365,0
47371,
47378,22
47384,18
47404,1
47409,1
47444,0
47502,13
47524,0
47663,1
47902,0
48092,6
48102,11
48124,22
48147,
48175,13
48185,1
48232,9
48247,0
48269,
48284,
48314,1
48346,1
48363,0
48370,1
48371,13
48390,
48401,
48499,14
48536,22
48548,0
48551,24
48558,0
48582,26
48593,-1
48596,
48601,2
48607,-1
48618,13
48630,0
48647,13
48732,
48761,12
48763,1
48784,0
48804,0
48817,6
48835,1
48840,1
48852,
48877,1
48888,
48945,7
48947,
48948,
48951,1
48981,0
49035,
49038,7
49051,10
49071,9
49076,13
49077,
49078,11
49087,4
49095,
49114,18
49115,0
49134,7
49136,22
49153,0
49162,0
49180,2
49198,9
49201,1
49209,12
49211,20
49215,24
49223,7
49253,9
49257,1
49261,1
49269,7
49274,6
49484,0
49550,1
49580,1
49673,
49689,0
49713,4
49719,0
49727,1
49729,2
49775,
49785,1
49821,4
49831,
49867,1
49882,24
49898,22
49914,
49951,7
50030,22
50057,18
50061,7
50102,12
50133,7
50178,-1
50206,2
50258,0
50281,1
50314,1
50328,0
50339,
50340,0
50347,2
50364,
50376,2
50412,0
50418,1
50419,13
50427,
50428,0
50447,1
50480,13
50510,18
50527,6
50539,22
50548,
50561,7
50577,24
50578,0
50591,11
50599,15
50607,9
50625,24
50635,7
50648,24
50707,
50711,15
50713,0
50723,13
50732,0
50737,15
50752,
50754,21
50766,0
50767,
50785,22
50791,1
50800,0
50805,0
50806,0
50809,1
50825,16
50846,2
50856,1
50890,13
50897,1
50936,1
50951,1
50977,
50978,7
50984,1
50992,1
51078,-1
51112,0
51153,20
51454,8
51470,12
51476,1
51514,20
51660,1
51683,13
51722,12
51801,6
51822,6
51846,14
51931,13
51970,0
51990,13
51996,1
52000,0
52081,-1
52105,
52108,24
52158,0
52178,1
52249,18
52261,7
52367,0
52377,1
52524,4
52640,0
52819,1
52821,15
52837,0
52839,24
52843,12
52877,0
52940,6
52941,7
52944,16
52951,7
52955,1
52963,7
52974,0
52978,7
52985,6
53003,
53017,1
53058,7
53064,0
53074,0
53089,0
53119,0
53146,12
95,
172,13
237,1
325,13
355,0
443,1
444,13
462,1
485,0
521,1
546,23
904,7
956,16
994,7
1029,
1074,7
1111,19
1112,7
1264,0
1324,13
1328,19
1498,0
1505,13
1521,0
1576,0
1915,19
1931,0
1956,26
2051,7
2057,6
2228,4
2241,
2316,9
2416,24
2592,14
2594,
2738,0
2792,
2841,11
2922,0
2945,13
2955,1
3109,0
3118,0
3140,0
3170,7
3187,1
3295,7
3661,0
4105,0
4109,0
4127,7
4135,13
4172,15
4173,1
4186,13
4320,
4372,0
4407,0
4412,7
4443,
4457,10
4469,0
4818,
4844,0
4973,1
5013,7
5037,2
5080,1
5186,0
5682,1
5695,7
5912,7
5925,7
6113,7
6193,0
6581,1
6589,7
6774,9
6919,0
6997,0
